id_profile,cargo,empresa,id_emprego
159391,Intérprete e tradutor de língua de sinais,Moreira,28526
341488,Cameraman,Fogaça,57125
781895,Clarinetista,Peixoto Ltda.,72583
856806,Motofrete,da Mata Moraes Ltda.,69925
670409,Funileiro,Ribeiro Gonçalves S/A,31072
234766,Personal stylist,Nascimento,79471
589015,Designer de moda,Barros S.A.,24219
17281,Office-boy,Peixoto S.A.,49661
846581,Operador de vídeo,da Paz,96594
354740,Toxicologista,Souza Lopes S.A.,66030
398266,Assistente de direção,Ribeiro,21640
721957,Ortodontista,da Rosa,42256
911096,Engenheiro de processos,Cardoso S/A,2370
273108,Quiropraxista,Barbosa e Filhos,36137
598620,Nutricionista,das Neves Costa e Filhos,37472
919297,Seringueiro,Gonçalves Carvalho e Filhos,6768
936339,Eletricista,Fernandes,69347
405802,Revendedor,Jesus S.A.,10075
883376,Agente funerário,Farias Fernandes - ME,85550
305338,Educador,da Luz Nascimento S/A,46885
911676,Ferramenteiro,Teixeira - EI,60063
629175,Psicólogo,Costela,42071
706787,Balconista,Almeida Gomes - EI,91827
208808,Epidemiólogo,da Mota,41930
224373,Tenente,Porto,54096
858829,Tecnólogo em recursos pesqueiros,Rezende - EI,17267
184093,Radialista programador,Silva,91901
46517,Agricultor,Rocha,38518
754902,Lenhador,Araújo da Conceição S/A,75409
861490,Despachante,das Neves Castro e Filhos,64915
507120,Torreiro/Torrista,Viana,19614
885454,Coreógrafo,Dias,30524
395957,Intérprete de Bíblias,Pinto,29968
255938,Reumatologista,Oliveira,96976
758621,Geradorista,Viana,7022
1591214,Editor,da Mota,17566
45432,Modelo,Gomes,57510
711381,Cientista da informação e documentação,Castro,27709
2761127,Técnico em hardware,da Rocha,29945
96171,Cortador de cana-de-açucar,Rodrigues,74972
698071,Dançarino,Castro da Cunha - EI,61146
976343,Editor de mesa de corte,Cardoso,18465
742251,Alpinista,da Costa Ltda.,53644
775253,Estampador de tecidos,Rodrigues,54787
528260,Biotecnólogo,Vieira da Costa - EI,70378
24746,Ginecologista,Costela - EI,93610
145077,Fundidor de placa de gesso,Caldeira,9848
115194,Geriatra,Lopes da Paz - ME,3634
528718,Dublador,Pinto,87801
772507,Sargento,Pires,22823
974625,Servente-de-obras,Novaes,24896
225889,Profissional de tecnologia de laticínios,Azevedo,68466
474667,Corredor de atletismo,Barbosa e Filhos,37217
854184,Corretor de seguros,da Rocha,67948
925274,Odontologista preventivo e social,Caldeira,94817
792267,Pediatra,Caldeira,63392
773020,Figurinista,Vieira e Filhos,76351
256431,Advogado,da Mota,67099
797763,Gerente de vendas,Ribeiro S/A,42321
591434,Serralheiro,Campos,23835
27511,Bombeiro,Jesus da Costa S.A.,20246
483074,Empacotador,Moraes Lopes e Filhos,59571
654585,Açougueiro,Gomes,96223
833427,Hematologista,Castro Cardoso S.A.,2052
649895,Ilustrador,Rezende Correia - ME,47335
934979,Panificador/Padeiro,Rodrigues,53810
461890,Alfaiate,Gonçalves,7268
820182,Instalador de linha telefônica,da Rosa - EI,75868
407678,Saxofonista,da Conceição Gomes S/A,33773
306693,Quiropraxista,Cunha,88997
939117,Necromaquiador,das Neves,74032
8278368,Técnico em hardware,Cavalcanti,9801
785921,Repórter,da Rosa Jesus e Filhos,87333
625948,Transcritor,Duarte,9481
282395,Tecnólogo em automação industrial,Castro Ltda.,95747
99828,Profissional de efeitos especiais,Sales da Cunha - EI,71353
423260,Leão de chácara,Cardoso,58035
779750,Tesoureiro,Novaes,26712
834975,Conferente de carga e descarga,Vieira Farias S/A,28570
775308,Maquinista,Lopes,38967
312289,Diretor de produção,Castro S.A.,58924
26261,Adestrador de animais,da Mota - EI,86603
561425,Meeiro,Oliveira da Conceição e Filhos,89460
294421,Enfermeiro,Carvalho S/A,24972
770615,Torneiro mecânico,Moura Moraes - ME,82474
326090,Guincheiro,Viana - ME,73950
926118,Capoeirista,Fogaça S/A,28138
854868,Gerente de inovações ou novos negócios,Silva,91800
379097,Presidente da República,Aragão Mendes e Filhos,51354
499926,Cobrador de ônibus,da Costa,27735
672363,Gastroenterologista,Cavalcanti - ME,85886
898572,Defensor Público,das Neves,71860
318097,Pescador,Barbosa Melo e Filhos,57666
65653,Tecnólogo em silvicultura,Almeida Aragão e Filhos,56515
707614,Peão de rodeiro,Melo,11568
250752,Soldador,Nunes,75250
32100,Promotor público/de justiça,Pereira - EI,6465
568237,Geofísico,Costela S/A,82591
603412,Físico nuclear,Mendes,86990
676125,Especialista em agronegócios,Lima,63752
366095,Roteirista,da Rosa,10067
258919,Cabeleireiro,Carvalho,68632
949296,Engenheiro florestal,Lopes,92068
707384,Produtor de eventos,Viana,98549
991702,Capitão,Ribeiro S.A.,28282
788022,Pára-quedista,da Mata da Mata Ltda.,4600
487218,Manicure,Carvalho,28939
356238,Lapidário,Peixoto - EI,13638
413906,Patinador,Moura,73887
915673,Capitão,Azevedo,62842
42603,Policial militar,Novaes Moreira Ltda.,88735
216942,Neurocirurgião,Rodrigues,74978
816379,Diretor de produção,Correia da Luz - ME,6341
551621,Gerente de banco,Nogueira e Filhos,83084
1007,Lancheiro,Teixeira e Filhos,57716
698497,Técnico em taquigrafia,Novaes S/A,68966
725010,Técnico em taquigrafia,Melo,53162
503394,Arqueólogo,Fogaça,3388
547913,Datilógrafo,Almeida e Filhos,18855
988494,Técnico em hardware,Vieira e Filhos,37066
233221,Fundidor de placa de gesso,Santos Ferreira e Filhos,56203
560419,Locutor,Novaes da Mota - ME,37839
597023,Analista de sistemas,das Neves,75163
408135,Judoca,Freitas,7464
377384,Dogueiro,Correia,35634
342659,Técnico em radiologia,Farias - ME,83548
407925,Karateca,da Conceição Pires Ltda.,7091
854510,Técnico tributarista,Carvalho,33741
634754,Repórter,Cavalcanti Rodrigues - ME,2639
126958,Gandula,da Paz,16930
203217,Jangadeiro,Gomes,92847
558805,Crítico,Aragão,72639
389646,Perito criminal,Alves,3853
88211,Obstetra,da Cruz,63516
204675,Cadeirinha,Jesus,70293
676667,Engenheiro de produção agroindustrial,Moraes S/A,54525
54840,Dublador,Pires Novaes Ltda.,24126
994065,Jogador de golfe,Carvalho,45024
134034,Bartender,Ribeiro,3107
410228,Guia turistico,Monteiro,35216
191750,Meteorologista,Pereira Lima e Filhos,51917
16741,Judoca,Pires Lima - ME,54464
6878267,Presidente da República,Teixeira,71485
126188,Flautista,Nascimento,11416
46982,Cientista político,Barros e Filhos,47382
820068,Impressor,da Cunha,33959
964770,Engenheiro de alimentos,Rezende,83557
697438,Quadrinista,Carvalho Costela e Filhos,37981
149025,Taxista,Moura - ME,7551
24337,Instalador de painéis,Viana Ltda.,79777
5204,Dançarino,Nascimento,95626
70676,Contabilista,Nogueira,39813
501082,Pizzaiolo,Costa Monteiro S.A.,10780
352722,Impressor,Monteiro,62084
601248,Engenheiro de som,Moraes - ME,87667
102228,Juiz de futebol,Melo - ME,83222
119645,Museólogo,Peixoto,49584
707971,Endodontista,Azevedo Almeida S/A,32645
231647,Relações públicas,Silva Moraes S.A.,39236
730072,Serralheiro,Nascimento,36937
800676,Técnico em documentação,Cardoso,1937
374143,Técnico de som,Fogaça Novaes S/A,97338
482369,Administrador,Lopes,52332
382215,Roteirista,Silveira - ME,92842
57528,Capoeirista,da Cruz,66990
797977,Radioterapêutico,da Rosa e Filhos,48757
460408,Lavador de veículos,da Paz Fogaça S.A.,55569
698396,Capataz,Teixeira Ribeiro - EI,6533
153036,Programador,Nogueira Barros e Filhos,8389
687734,Lavador de veículos,Gomes e Filhos,12312
978409,Jogador de boliche,Rocha,67230
452890,Musicoterapeuta,Mendes,52105
99404,Corregedor de justiça,Ferreira,94220
151088,Grafologista,Nascimento,14756
196009,Fundidor,Ramos,96661
172478,Lactarista hospitalar,Barros,26776
92657,Mãe social,Novaes,54794
452854,Cientista social,Farias,46902
333706,Engenheiro de manufatura,da Rosa,47615
831490,Corretor da bolsa de valores,Vieira e Filhos,85140
264233,Camelô,da Mata,25124
93528,Soldador,Melo,76444
25808,Jogador de tênis de mesa,Azevedo Teixeira S.A.,63683
697737,Cobrador de ônibus,Martins da Luz - EI,99737
892649,Engenheiro químico,Alves,47752
77354,Desenhista,Monteiro da Rocha - EI,82218
655132,Fundidor de placa de gesso,da Conceição,96231
838131,Economista,Teixeira e Filhos,8250
697177,Roteirista,Martins Ltda.,72950
555484,Pneumologista,Castro,34214
265811,Caixa,Mendes,70536
370081,Assistente de direção,Rodrigues,34559
672475,Percursionista,Ribeiro Fernandes S.A.,19561
693410,Árbitro e mediador,da Rosa S.A.,39926
644551,Prático,Cunha,9
82312,Produtor de eventos,Peixoto,24366
200164,Publicitário,Vieira,16896
140294,Tecnólogo em processos químicos,Lima Novaes Ltda.,79409
421146,Marcador de luz,Silva,97744
19049,Engenheiro agrônomo,Jesus S.A.,45665
872953,Catador de carangueijos,Costa Moraes e Filhos,2800
564531,Administrador,Nascimento S.A.,76300
215756,Capataz,Almeida Correia - ME,92744
556462,Fotógrafo,Gomes - ME,54666
576524,Desembargador de justiça,Dias e Filhos,46275
75111146,Músico,Monteiro,29207
372613,Profissional de comércio exterior,Ferreira Fernandes S.A.,45118
937407,Agente de defesa sanitária animal,Cavalcanti,50112
817697,Sapateiro,Rocha Jesus - EI,54711
323875,Tecnólogo em geoprocessamento,Duarte,41920
917622,Traumatologista,Cardoso S/A,98595
933369,Atleta de canoagem,Melo da Cunha Ltda.,55183
916159,Bioquímico,Jesus S/A,58177
408691,Comprador,Nogueira,10860
733781,Orçamentista,Almeida,61618
294423,Estivador,Fogaça Nascimento - ME,38576
406948,Gerente de vendas,Farias,98179
151649,Major,Peixoto - EI,11696
586829,Modelo,Fogaça,81056
116162,Repositor,Rocha S.A.,41218
346231,Quitandeiro,Araújo,83376
820118,Balconista,Costela,39221
23737,Massoterapeuta,Nunes,99894
78065,Filósofo,Almeida Fogaça S/A,29649
784087,Neurologista,Mendes S.A.,98160
213882,Prático,Ramos Barros S.A.,99986
822602,Sociólogo,Porto,53603
488332,Patinador,Freitas,24920
590376,Quadrinista,Pires Souza e Filhos,96140
308220,Podólogo,Melo,99633
268065,Engenheiro cartográfico,Cardoso e Filhos,36492
526838,Somelier,Gonçalves Fernandes S.A.,63353
228314,Engenheiro florestal,Cavalcanti,44220
515114,Economista,da Mota Aragão Ltda.,40895
990932,Profissional de educação física,da Costa,16637
172441,Gastroenterologista,Campos,56197
827520,Harpista,Farias,34639
789466,Engenheiro de horticultura,Silva da Rocha - EI,20621
539183,Mestre cervejeiro,da Mota,95660
824977,Sapateiro,Pires Nascimento S/A,15718
91732,Quitandeiro,Cavalcanti Farias - EI,52976
793380,Modelo,Farias - EI,44184
752295,Gestor de qualidade,Mendes e Filhos,7700
259142,Profissional de áudio,da Paz Cardoso Ltda.,33840
568947,Necromaquiador,Alves S.A.,53270
858599,Auxiliar administrativo,da Rocha - ME,27685
876809,Reumatologista,Aragão Ltda.,96622
39127,Levantador de peso,Moraes,48891
536273,Coronel,Alves,12322
323427,Cambista,Jesus Nunes Ltda.,99114
871012,Militar da Marinha,Viana,12348
152448,Tenista,Pires - ME,64472
277949,Bancário,Gomes - ME,61679
420326,Engenheiro sanitarista,Souza,85257
138467,Restaurador,Moraes e Filhos,4468
209190,Nadador,Pereira Moraes - EI,29298
411300,Geradorista,Araújo S/A,64915
799380,Torreiro/Torrista,Vieira,52326
122666,Profissional de relacionamento com investidores RI,Rocha,33863
533261,Engenheiro de aquicultura,Peixoto - ME,24528
678785,Tradutor,Cavalcanti e Filhos,14685
226493,Mestre cervejeiro,Cardoso,31249
901803,Relações públicas,da Rocha - ME,85662
350576,Tecnólogo em irrigação e drenagem,Lima S/A,99559
927924,Gastrônomo,da Conceição e Filhos,66299
793627,Consultor de moda,Pereira - EI,52452
359465,Agricultor,Almeida Aragão S.A.,22917
813274,Musicoterapeuta,Caldeira,50578
167489,Capitão,Oliveira Sales - ME,15007
100891,Contabilista,Costela - EI,97672
902921,Tesoureiro,da Mata Ramos e Filhos,95308
633250,Contra regra,da Cunha - EI,49788
970078,Gestor público,Pinto,56687
178200,Ginasta artística,Mendes Teixeira Ltda.,40699
400120,Cantor,Duarte,68140
313451,Recreador,Rezende,57292
89335655,Atleta de tiro com arco,Sales,99937
297123,Técnico em rede,Barbosa,43521
294606,Tenista,Peixoto - EI,39511
390885,Instalador de linha telefônica,Viana Campos S.A.,63987
558104,Investigador de Polícia,Lopes Campos S.A.,84548
800491,Arqueólogo,Caldeira Campos e Filhos,20951
447699,Naturólogo,Freitas,91907
781549,Obstetra,Moura Rocha S.A.,57680
588185,Historiador,Costela Cardoso e Filhos,84282
275547,Rebarbador de metal,Lopes,56240
523014,Ferramenteiro,da Paz Cunha - ME,45752
203338,Agente de viagens,Nogueira,84503
535101,Neonatologista,Cunha Costa S/A,42140
867338,Dublador,Porto Ltda.,13814
803954,Operador de telemarketing,Costela Nunes e Filhos,82166
869371,Representante comercial,Freitas S/A,62655
189879,Cientista de alimentos,Alves,54234
140838,Microfonista,Duarte Pires Ltda.,60400
289619,Ufólogo,Cavalcanti,44309
32130,Pastilheiro,Pinto,44609
54343,Sexólogo,Santos Almeida S/A,42578
607977,Tecnólogo em automação industrial,Farias,52385
624751,Alpinista,Freitas,53852
232210,Diretor de fotografia,Jesus Gonçalves S/A,24287
530211,Engenheiro físico,das Neves,65980
216266,Cantor,Nogueira,1183
743175,Limpador de vidros,Moraes S/A,50738
199027,Técnico em edificações,da Conceição,50282
726344,Diretor de produção,Melo,89653
406352,Meteorologista,Fernandes,20318
683615,Chapeiro,Freitas,53403
447141,Lamboteiro,Barbosa Nunes - EI,94430
159132,Triatleta,Farias,78301
899315,Pastilheiro,Araújo,58340
773727,Terapeuta Holístico,Ramos e Filhos,21664
667922,Personal stylist,da Luz Moura Ltda.,68908
55256,Luthier,Martins,54183
227992,Odontologista estético,Martins,44169
340274,Jogador de tênis de mesa,Duarte da Mota S.A.,31970
301698,Gestor de recursos humanos,Silveira,4631
3640427,Químico,Oliveira,92638
883268,Enfermeiro,Araújo - EI,64778
709715,Patinador,Monteiro Farias - ME,5159
370286,Caldeireiro,Martins,86244
111098,Babysitter,Lopes Ltda.,3317
632764,Advogado,Correia,73755
675451,Quitandeiro,Vieira,56819
753508,Procurador de justiça,Oliveira,48009
475660,Engenheiro aeronáutico,Farias,32439
899658,Designer de jóia,Ferreira - EI,61571
285853,Neonatologista,Moraes S/A,57149
599722,Estivador,Araújo Melo S/A,20467
116685,Diagramador,Peixoto Ltda.,45100
984191,Presidente da República,Aragão - EI,96239
562250,Profissional de logística,Moreira S/A,73048
490793,Oficial de justiça,da Mota,17677
346685,Confeiteiro,Martins e Filhos,57969
459273,Oculista,Moura - EI,6862
546151,Lubrificador de máquinas,Barros,74226
288204,Estilista,da Mota,46662
893607,Recreador,Dias Ltda.,16583
101257,Babá,Souza,73782
981556,Ferroviário,Moura,65021
553777,Engraxate,Caldeira,81485
66413,Dublador,da Mata,39091
13355,Tecnólogo em Ciências das plantas medicinais,Rezende,80692
535850,Engenheiro civil,Moraes - ME,58047
461864,Contramestre em transporte marítimo,Jesus Pinto - ME,74537
288353,Clarinetista,Dias,84335
841336,Técnico em edificações,Mendes Silveira e Filhos,30276
163176,Cenotécnico,Oliveira,56710
780873,Arrumadeira,da Cunha - EI,55666
725138,Tecnólogo em tecnologia da madeira,Moura da Rocha Ltda.,66457
566207,Argumentista,Barbosa,59702
11204,Mãe social,Freitas da Costa - ME,65012
767250,Engenheiro sanitarista,Campos Campos S/A,2444
661816,Boxeador,Silva Ltda.,16508
475050,Eletricista de automóveis,da Paz,56568
180281,Arqueólogo,da Cruz Cunha Ltda.,9055
693514,Tenista,Cardoso,69712
294592,Metalúrgico,da Paz,39545
721928,Dublê,Lima,54149
252740,Urbanista,Nogueira Pereira - ME,30445
178705,Afiador de ferramentas,Silveira,34901
629614,Topógrafo,Lopes Ltda.,68381
384339,Personal trainer,Dias,99660
190584,Jogador de handebol,Nunes Rodrigues - ME,51111
969338,Pescador,da Conceição da Costa - EI,38107
480117,Profissional de hotelaria,Gonçalves Ltda.,49945
954966,Percursionista,Ramos - ME,89306
117393,Coloproctologista,Duarte S.A.,48432
538867,Perfumista,Martins - ME,58851
299434,Montador,Jesus,43195
371157,Profissional de linguística,Vieira S/A,46694
562702,Prefeito,Dias e Filhos,86478
21993,Petroleiro,da Luz Ltda.,32571
789591,Pintor,Moreira S/A,9209
521534,Aeronauta,Dias - EI,71391
373521,Desembargador de justiça,Cavalcanti e Filhos,55133
899842,Leão de chácara,da Mata S.A.,21426
442743,Profissional de relações internacionais,Carvalho,56377
42208,Tecnólogo em automação industrial,Costa da Rocha Ltda.,27792
843612,Segurança particular,Silva,43295
117000,Operador de vídeo,Cavalcanti,89741
831977,Pesquisador,da Cunha,36063
575087,Pescador,Silva,45055
7821,Segurança particular,da Cruz S.A.,50921
549004,Compositor,Sales da Rocha Ltda.,6913
534001,Costureira,da Cruz Pinto S.A.,47365
53037,Leiteiro,Moreira,2849
3433966,Pedicure,da Cruz,48982
861907,Mensageiro,da Luz Teixeira Ltda.,89098
45584,Escultor,Caldeira,93620
597895,Produtor fonográfico,Melo - EI,24967
437075,Chefe de cozinha,Alves,98797
670695,Piloto de avião,da Conceição Rodrigues Ltda.,57327
91876,Profissional de logística,Melo Barbosa - ME,63517
465938,Leiloeiro,Rezende Jesus S/A,14694
482433,Surfista,da Conceição,47679
370506,Conferente de carga e descarga,Nogueira Ltda.,72766
34319,Contabilista,Pinto Fogaça Ltda.,79934
75618,Prensista,Silveira,6650
448227,Plastimodelista,Rodrigues,33075
111466,Profissional de manutenção industrial,Nunes S.A.,17580
387148,Mestre cervejeiro,Cunha,97912
667772,Ortodontista,Monteiro,67367
37645,Leiteiro,Monteiro - EI,18145
527576,Esteticista,Monteiro,95908
520827,Jornalista,da Luz,97678
762150,Luthier,Lopes Moraes - EI,51311
717320,Ginasta artística,Moura,22435
765621,Protesista,Ribeiro - ME,75658
616128,Diarista,Cunha,61742
686464,Guardador de veículos,Nogueira e Filhos,41547
834674,Designer de moda,Novaes Jesus S.A.,87968
592322,Seguidor de compras,Moraes,45610
732046,Ortodontista,Jesus,8556
412420,Produtor musical,da Cunha,67531
467695,Controlador de vôo,Azevedo,32402
843632,Manicure,Cavalcanti Ltda.,94392
817210,Instalador de linha telefônica,Nascimento,23867
113752,Gagsman,Cardoso,55396
28334961,Degustador,Azevedo,40211
849443,Profissional de informática,da Rocha Ltda.,46342
899134,Ginecologista,Cunha,78037
276609,Engenheiro metalúrgico,Monteiro Cardoso - EI,85467
585051,Clarinetista,Gonçalves Mendes e Filhos,29796
868327,Aviador,Fernandes,27191
373515,Programador,Cunha Correia S/A,96617
31129,Publicitário,Nunes Porto S.A.,83869
459300,Jangadeiro,Cavalcanti,80359
459555,Astrônomo,Campos,82504
609993,Ourives,da Paz,83052
267875,Boticário,Gomes,36897
495878,Engenheiro de produto ou produção,Gonçalves,40398
81505,Tecnólogo em jogos digitais,das Neves da Mota - EI,90050
85182,Pedagogo,Oliveira S/A,32315
356986,Lutador de kung fu,Pires,79974
812930,Auxiliar de serviços gerais,Cunha,71433
529167,Agricultor,da Mota,77704
752561,Gandula,Costa Dias S.A.,29513
885369,Piloto de avião,Peixoto e Filhos,54273
449898,Apontador de mão-de-obra,Fogaça S.A.,98055
192353,Técnico de gesso,Nascimento das Neves Ltda.,19099
769833,Juiz de futebol,Sales Ramos Ltda.,41801
849223,Digitador,Mendes,43192
103381,Cientista da informação e documentação,Gonçalves,19134
512657,Neurologista,Cavalcanti e Filhos,34751
54939,Astronauta,Correia,14249
681880,Ator,Monteiro - EI,84898
8465,Ortodontista,Moreira Jesus Ltda.,4096
777164,Xilógrafo,Vieira S.A.,4136
542191,Radiologista,Moura Ramos S.A.,83099
729455,Boticário,da Mota da Conceição Ltda.,9139
511216,Tecnólogo em produção de bebidas,Vieira e Filhos,8024
554656,Papiloscopista,da Paz - EI,83102
604105,Profissional de relações públicas,da Paz,10573
676304,Maquiador,Martins,29451
160606,Corregedor de justiça,Almeida,91382
425727,Pedagogo,Martins,69622
802230,Empresário,Pires,18462
974473,Instrumentador cirúrgico,Porto,69884
329516,Artesão,Porto,8077
908903,Xilógrafo,Lopes,19952
333917,Embaixador,Freitas,42196
362930,Gerente de vendas,Costa - EI,91821
503153,Engenheiro mecânico,da Costa,45964
610717,Digitador,Nascimento Pinto - ME,1780
811454,Cartunista,Gomes Viana S/A,11128
860472,Pára-quedista,Freitas,17014
248829,Farmacêutico,Cardoso - ME,97911
841606,Engenheiro físico,Nunes,17586
186441,Gari,Dias,86428
715105,Clínico geral,Mendes,84250
552744,Manobrista,Melo,6298
673267,Engenheiro agrícola,Jesus Ltda.,40291
208743,Designer de interiores,Freitas,87537
65609,Datilógrafo,Ribeiro Ramos - EI,39816
709928,Engenheiro de horticultura,Castro Ferreira e Filhos,54981
526836,Regente,Rezende,66166
949670,Árbitro e mediador,Barbosa,40533
26743,Bartender,Rocha Ltda.,59898
773103,Compositor,Azevedo,30689
142683,Gravurista,da Costa,77804
817432,Ajudante de produção,Costa,51886
688400,Contra regra,Cardoso e Filhos,37447
130003,Profissional de hotelaria,Melo,45622
83732,Apresentador,da Rosa Pinto e Filhos,11925
817982,Infectologista,Mendes Ltda.,76401
712282,Reumatologista,Aragão Nunes - ME,1447
835762,Corredor de atletismo,Nascimento - ME,74562
397930,Amolador de ferramentas,Gonçalves,96096
745971,Promotor de eventos,Fernandes da Mata Ltda.,63761
263604,Guincheiro,Lima - ME,28991
817804,Moldureiro,Duarte Almeida e Filhos,83731
489562,Almoxarife,Cavalcanti,64660
318921,Armeiro,Ribeiro,36424
743111,Maitre,Pinto - EI,34184
806335,Engenheiro químico,Silveira,30103
965936,Laboratorista,das Neves,11038
709425,Embalsamador,Fogaça,82943
798078,Soldador,Nunes,31987
768408,Guincheiro,Fernandes S.A.,58488
98251,Astrônomo,Barbosa Viana e Filhos,81956
963848,Forneiro,Caldeira Mendes e Filhos,17755
152680,Artista de circo,Moura Alves - EI,86681
437214,Lactarista hospitalar,da Cunha,99799
49683,Agrimensor,Ramos S.A.,37670
134749,Tecnólogo em tecnologia da madeira,Melo,88681
329789,Astrofísico,da Cruz - EI,41087
470729,Artista de circo,Costa - EI,36576
906712,Neurologista,Cunha,61932
540678,Lactarista hospitalar,da Cunha,27739
971283,Ferroviário,Ramos,52648
440277,Garimpeiro,Oliveira,31318
602378,Carteiro,Dias,80897
132303,Repositor,Aragão,72647
129146,Técnico em tratamento de água,Costela,67721
923748,Trompetista,Campos Farias Ltda.,48269
802457,Tecnólogo em tecnologia da madeira,Barros Fernandes S.A.,67178
246440,Serventuário,Correia Duarte - EI,81903
346778,Tintureiro,Costa S/A,47715
471847,Biblioteconomista,Melo,6300
612756,Clínico geral,Vieira S.A.,69143
326707,Profissional de linguística,da Mota Ramos - EI,73300
167609,Cartógrafo,Costa S.A.,57238
869410,Supervisor,Araújo e Filhos,15001
166314,Engenheiro de produção agroindustrial,Moraes,46527
492447,Tecnólogo em geoprocessamento,Mendes,98597
130831,Geógrafo,Ribeiro Sales S/A,84722
669806,Motorista,Viana Ltda.,19169
733288,Dublador,Farias - EI,43113
547297,Designer de jóia,Ferreira - EI,18248
587352,Caça-talentos/Olheiro,Moreira Fogaça - EI,99684
952265,Forneiro,da Mata,46691
814333,Lubrificador de máquinas,da Cunha,10052
916337,Construtor,Lopes Barros e Filhos,29230
222164,Sexólogo,Moreira Monteiro e Filhos,61360
198992,Cameraman,Moura Pinto S.A.,10352
36103,Investigador particular,Peixoto Moreira S/A,84549
886319,Relações públicas,Vieira S.A.,67174
599273,Perfusionista,da Rosa Moreira S/A,76602
729239,Gestor ambiental,Dias Ltda.,39694
900909,Arquivista,Porto,86213
263679,Técnico em segurança do trabalho,Monteiro - EI,64196
615535,Catador de material reciclável,Oliveira,55557
6157,Lavador de veículos,Cunha Araújo e Filhos,60233
170903,Educador integrado à saúde pública,Nunes Viana - EI,4412
581489,Gestor público,Martins,53357
199145,Ceramista,Porto,79226
827850,Nutricionista,Carvalho Gonçalves - ME,78395
98322,Ginasta artística,Cavalcanti Oliveira e Filhos,8782
5495178,Alpinista,Santos,87803
903493,Marechal,da Cunha,9029
965979,Tapeceiro,Souza Ltda.,57945
515221,Motofrete,Moraes,34202
46257,Confeiteiro,Farias S.A.,38836
63565,Construtor,Carvalho,84459
436364,Intérprete de Bíblias,Martins,58053
415300,Professor,Ramos Oliveira S.A.,53894
897100,Cortador de cana-de-açucar,Nascimento,10843
396,Sonoplasta,Barros,8805
435776,Cartógrafo,Oliveira,21527
381183,Pianista,Martins,58317
408684,Terapeuta ocupacional,da Luz Cunha S/A,13251
605874,Oculista,Souza Ltda.,10754
53594,Leiloeiro,Barros,44231
38771,Mecanógrafo,da Conceição,72094
385916,Profissional de recursos humanos,da Cruz Correia Ltda.,50340
323528,Grafologista,Monteiro,55342
995253,Editor,da Cruz,28415
421998,Médico geneticista,Pinto - EI,97351
911762,Auditor,Viana,79577
906151,Tecelão,Azevedo - EI,62323
375449,Cirurgião bucal,Ramos,10830
38303,Técnico em agropecuária,Araújo,42862
358974,Diarista,Cunha,14039
621338,Contra regra,Aragão S/A,8030
571325,Classificador contábil,Jesus Farias Ltda.,5931
456684,Agente comunitário de saúde,das Neves,48847
11665,Petroleiro,da Cruz,82807
766964,Corretor de imóveis,Cunha,46793
542321,Produtor editorial,Barros da Conceição S/A,90970
222908,Ferreiro,Pires Santos S.A.,8692
111408,Metalúrgico,da Luz,3106
500667,Podólogo,da Luz,87964
995664,Diarista,Monteiro - ME,64971
188918,Perfumista,Ribeiro,26081
398525,Tecnólogo em recursos pesqueiros,Duarte,22223
722774,Ecólogo,Duarte,57649
646948,Diarista,Araújo,48291
730951,Chargista,Monteiro,19323
497990,Quiropraxista,Gonçalves da Cruz e Filhos,139
100195,Pastilheiro,Rocha,93513
892721,Gestor de recursos humanos,Nunes Ltda.,31185
170010,Profissional de relacionamento com investidores RI,Sales,73184
979885,Arranjador musical,Jesus - EI,60370
889564,Pedreiro,Rocha S/A,28399
770212,Mágico,Novaes,27320
572292,Alfaiate,Jesus,91825
476045,Judoca,Moura,90784
370832,Inspetor,Alves Silveira - EI,77003
373912,Diretor de cinema,da Mata Barbosa e Filhos,35808
23908,Editor de mesa de corte,Pires Moraes S.A.,90122
488766,Técnico em desporto,Cavalcanti,2577
788956,Cancerologista ou Oncologista,Peixoto,49098
889418,Engenheiro têxtil,Moura,29661
680666,Intérprete de Bíblias,Teixeira,65629
46404,Repositor,Dias - ME,79575
496951,Contra regra,Alves,76744
859999,Escritor,Gonçalves Cardoso S/A,66327
763832,Gagsman,da Conceição,42823
698440,Engenheiro químico,Lopes,10085
785136,Dermatologista,da Cunha,12150
955058,Levantador de peso,Gomes - EI,34786
864614,Auxiliar de serviços gerais,Oliveira,29673
979147,Designer de interiores,Cardoso,8121
572317,Ortopedista,Almeida,83221
203894,Profissional de linguística,Costa S/A,72970
568836,Lutador de taekwondo,Teixeira Nogueira Ltda.,94153
374823,Técnico em arquivo,Novaes,31177
612972,Pneumologista,Cardoso Castro Ltda.,6076
196328,Brigadeiro,Farias Sales Ltda.,58406
212217,Técnico em documentação,Farias,502
227676,Portuário,Rodrigues,55262
165532,Datilógrafo,Nascimento Martins - EI,85526
81120,Agente de combate à endemias,Ferreira - ME,84005
944959,Torneiro mecânico,Nunes Aragão e Filhos,16454
43602,Ministro,Nunes,70941
670240,Quitandeiro,Peixoto,33838
895932,Ortoptista,Cunha,72673
697505,Cartógrafo,Souza e Filhos,13838
440557,Radialista programador,Sales,88261
376044,Cirurgião bucal,Teixeira,41661
563770,Baixista,Ribeiro - ME,37279
3017,Carnavalesco,Pereira,50884
321792,Remador,Dias,73931
